2016-12-22 17:48:00 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2016-12-22 17:48:02 INFO  ZooKeeper:100 - Client environment:java.compiler=<NA>
2016-12-22 17:48:02 INFO  ZooKeeper:100 - Client environment:os.name=Mac OS X
2016-12-22 17:48:02 INFO  ZooKeeper:100 - Client environment:os.arch=x86_64
2016-12-22 17:48:02 INFO  ZooKeeper:100 - Client environment:os.version=10.11.6
2016-12-22 17:48:02 INFO  ZooKeeper:100 - Client environment:user.name=rcicak
2016-12-22 17:48:02 INFO  ZooKeeper:100 - Client environment:user.home=/Users/rcicak
2016-12-22 17:48:02 INFO  ZooKeeper:100 - Client environment:user.dir=/Users/rcicak/Downloads/hdpconnect
2016-12-22 17:48:02 INFO  ZooKeeper:438 - Initiating client connection, connectString=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181 sessionTimeout=90000 watcher=hconnection-0x106761e60x0, quorum=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181, baseZNode=/hbase-secure
2016-12-22 17:48:02 INFO  ClientCnxn:975 - Opening socket connection to server rcicakm0.field.hortonworks.com/172.26.249.68:2181. Will not attempt to authenticate using SASL (unknown error)
2016-12-22 17:48:02 INFO  ClientCnxn:852 - Socket connection established to rcicakm0.field.hortonworks.com/172.26.249.68:2181, initiating session
2016-12-22 17:48:02 INFO  ClientCnxn:1235 - Session establishment complete on server rcicakm0.field.hortonworks.com/172.26.249.68:2181, sessionid = 0x1592437d4f9008f, negotiated timeout = 40000
2016-12-22 17:48:03 WARN  DomainSocketFactory:114 - The short-circuit local reads feature cannot be used because libhadoop cannot be loaded.
2016-12-22 17:48:03 INFO  Metrics:44 - Initializing metrics system: phoenix
2016-12-22 17:48:03 WARN  MetricsConfig:125 - Cannot locate configuration: tried hadoop-metrics2-phoenix.properties,hadoop-metrics2.properties
2016-12-22 17:48:03 INFO  MetricsSystemImpl:377 - Scheduled snapshot period at 10 second(s).
2016-12-22 17:48:03 INFO  MetricsSystemImpl:192 - phoenix metrics system started
2016-12-22 17:48:03 INFO  ConnectionQueryServicesImpl:810 - Found quorum: rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181
2016-12-22 17:48:03 INFO  RecoverableZooKeeper:121 - Process identifier=hconnection-0x3a183786 connecting to ZooKeeper ensemble=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181
2016-12-22 17:48:03 INFO  ZooKeeper:438 - Initiating client connection, connectString=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181 sessionTimeout=90000 watcher=hconnection-0x3a1837860x0, quorum=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181, baseZNode=/hbase-secure
2016-12-22 17:48:03 INFO  ClientCnxn:975 - Opening socket connection to server rcicakm0.field.hortonworks.com/172.26.249.68:2181. Will not attempt to authenticate using SASL (unknown error)
2016-12-22 17:48:03 INFO  ClientCnxn:852 - Socket connection established to rcicakm0.field.hortonworks.com/172.26.249.68:2181, initiating session
2016-12-22 17:48:03 INFO  ClientCnxn:1235 - Session establishment complete on server rcicakm0.field.hortonworks.com/172.26.249.68:2181, sessionid = 0x1592437d4f90090, negotiated timeout = 40000
2016-12-22 17:48:06 INFO  ConnectionManager$HConnectionImplementation:2068 - Closing master protocol: MasterService
2016-12-22 17:48:06 INFO  ConnectionManager$HConnectionImplementation:1676 - Closing zookeeper sessionid=0x1592437d4f90090
2016-12-22 17:48:06 INFO  ZooKeeper:684 - Session: 0x1592437d4f90090 closed
2016-12-22 17:48:06 INFO  ClientCnxn:512 - EventThread shut down
2016-12-22 17:48:07 INFO  ConnectionQueryServicesImpl:810 - Found quorum: rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181
2016-12-22 17:48:07 INFO  RecoverableZooKeeper:121 - Process identifier=hconnection-0x1c05239a connecting to ZooKeeper ensemble=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181
2016-12-22 17:48:07 INFO  ZooKeeper:438 - Initiating client connection, connectString=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181 sessionTimeout=90000 watcher=hconnection-0x1c05239a0x0, quorum=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181, baseZNode=/hbase-secure
2016-12-22 17:48:07 INFO  ClientCnxn:975 - Opening socket connection to server 172.26.249.67/172.26.249.67:2181. Will not attempt to authenticate using SASL (unknown error)
2016-12-22 17:48:07 INFO  ClientCnxn:852 - Socket connection established to 172.26.249.67/172.26.249.67:2181, initiating session
2016-12-22 17:48:07 INFO  ClientCnxn:1235 - Session establishment complete on server 172.26.249.67/172.26.249.67:2181, sessionid = 0x2592437d3660093, negotiated timeout = 40000
2016-12-22 17:48:08 INFO  ConnectionManager$HConnectionImplementation:2068 - Closing master protocol: MasterService
2016-12-22 17:48:08 INFO  ConnectionManager$HConnectionImplementation:1676 - Closing zookeeper sessionid=0x2592437d3660093
2016-12-22 17:48:08 INFO  ZooKeeper:684 - Session: 0x2592437d3660093 closed
2016-12-22 17:48:08 INFO  ClientCnxn:512 - EventThread shut down
2016-12-22 17:48:08 INFO  ConnectionQueryServicesImpl:810 - Found quorum: rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181
2016-12-22 17:48:08 INFO  RecoverableZooKeeper:121 - Process identifier=hconnection-0x570a51d9 connecting to ZooKeeper ensemble=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181
2016-12-22 17:48:08 INFO  ZooKeeper:438 - Initiating client connection, connectString=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181 sessionTimeout=90000 watcher=hconnection-0x570a51d90x0, quorum=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181, baseZNode=/hbase-secure
2016-12-22 17:48:08 INFO  ClientCnxn:975 - Opening socket connection to server rcicakm0.field.hortonworks.com/172.26.249.68:2181. Will not attempt to authenticate using SASL (unknown error)
2016-12-22 17:48:08 INFO  ClientCnxn:852 - Socket connection established to rcicakm0.field.hortonworks.com/172.26.249.68:2181, initiating session
2016-12-22 17:48:08 INFO  ClientCnxn:1235 - Session establishment complete on server rcicakm0.field.hortonworks.com/172.26.249.68:2181, sessionid = 0x1592437d4f90092, negotiated timeout = 40000
2016-12-22 17:48:09 INFO  ConnectionManager$HConnectionImplementation:2068 - Closing master protocol: MasterService
2016-12-22 17:48:09 INFO  ConnectionManager$HConnectionImplementation:1676 - Closing zookeeper sessionid=0x1592437d4f90092
2016-12-22 17:48:09 INFO  ZooKeeper:684 - Session: 0x1592437d4f90092 closed
2016-12-22 17:48:09 INFO  ClientCnxn:512 - EventThread shut down
2016-12-22 17:48:09 INFO  ConnectionQueryServicesImpl:810 - Found quorum: rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181
2016-12-22 17:48:09 INFO  RecoverableZooKeeper:121 - Process identifier=hconnection-0x6d637c5c connecting to ZooKeeper ensemble=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181
2016-12-22 17:48:09 INFO  ZooKeeper:438 - Initiating client connection, connectString=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181 sessionTimeout=90000 watcher=hconnection-0x6d637c5c0x0, quorum=rcicakm2.field.hortonworks.com:2181,rcicakm0.field.hortonworks.com:2181,rcicakm1.field.hortonworks.com:2181, baseZNode=/hbase-secure
2016-12-22 17:48:09 INFO  ClientCnxn:975 - Opening socket connection to server 172.26.249.67/172.26.249.67:2181. Will not attempt to authenticate using SASL (unknown error)
2016-12-22 17:48:10 INFO  ClientCnxn:852 - Socket connection established to 172.26.249.67/172.26.249.67:2181, initiating session
2016-12-22 17:48:10 INFO  ClientCnxn:1235 - Session establishment complete on server 172.26.249.67/172.26.249.67:2181, sessionid = 0x2592437d3660095, negotiated timeout = 40000
2016-12-22 17:48:10 INFO  ConnectionManager$HConnectionImplementation:2068 - Closing master protocol: MasterService
2016-12-22 17:48:10 INFO  ConnectionManager$HConnectionImplementation:1676 - Closing zookeeper sessionid=0x2592437d3660095
2016-12-22 17:48:11 INFO  ZooKeeper:684 - Session: 0x2592437d3660095 closed
2016-12-22 17:48:11 INFO  ClientCnxn:512 - EventThread shut down
2016-12-22 17:48:12 INFO  PhoenixJdbcClientv1Test:33 - 0,ryan
2016-12-22 17:48:12 INFO  PhoenixJdbcClientv1Test:33 - 1,nicole
2016-12-22 17:48:12 INFO  ConnectionManager$HConnectionImplementation:1676 - Closing zookeeper sessionid=0x1592437d4f9008f
2016-12-22 17:48:12 INFO  ZooKeeper:684 - Session: 0x1592437d4f9008f closed
2016-12-22 17:48:12 INFO  ClientCnxn:512 - EventThread shut down
